text,mask
"Present technical problems and findings to business leaders internally and to clients succinctly and clearly. Leverage best practices in machine learning and data engineering to develop scalable solutions. Identify areas where resources fall short of needs and provide thoughtful and sustainable solutions to benefit the team Be a strong ,",S_resp E_resp E_resp O O O O O O O O O O O O S_resp E_resp E_resp O E_resp E_resp O E_resp E_resp O O O O S_resp E_resp O E_resp E_resp E_resp O O O O O O O O O O O O O O S_Soft_Skill O
"confident , and excellent writer and speaker , able to communicate your vision and roadmap effectively to a wide variety of stakeholders All About You Managed , grew and attracted the talent to build the team Exposure to financial transactional structured and unstructured data , transaction classification , risk evaluation",S_Soft_Skill O O S_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill O O O S_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"and credit risk modeling is a plus. A strong understanding of NLP , Statistical Modeling , Visualization and advanced Data Science techniques / methods Gain insights from text , including non-language tokens and use the thought process of annotations in text analysis. Solve problems that are new to the company",O O O O O O O O O O O S_Hard_Skill O S_Hard_Skill E_Hard_Skill O S_Hard_Skill O O S_Hard_Skill E_Hard_Skill E_Hard_Skill O E_Hard_Skill O O O O O O O O O O O O O O O O O O S_Soft_Skill E_Soft_Skill O O O O O O
", the financial industry and to data science SQL / Database Experience Is Preferred Experience with Kubernetes , Containers , Docker , REST APIs , Event Streams or other delivery mechanisms. Familiarity with relevant technologies (e.g. Tensorflow , Python , Sklearn , Pandas , etc.). Strong desire to collaborate and",O O O O O O O O S_Hard_Skill O S_Hard_Skill E_Hard_Skill O O O O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill E_Hard_Skill O O O O O O O O O O O O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O O O O O O O
"ability to come up with creative solutions. Additional Finance And FinTech Experience Prefered. Bachelorâ€™s or Masterâ€™s Degree in Computer Science , Information Technology , Engineering , Mathematics , Statistics , M.S. / M.B.A. preferred Corporate Security Responsibility All Activities Involving Access To Mastercard Assets , Information , And Networks Comes",O O O O O O O O O O O O O S_degree O S_degree E_degree O S_degree E_degree O S_degree E_degree O S_degree O S_degree O S_degree O S_degree O S_degree O O O O O O O O O S_Company_Name O O O O O O O
"With An Inherent Risk To The Organization And Therefore , It Is Expected That The Successful Candidate For This Position Must Every person working for , or on behalf of , Mastercard is responsible for information security. Abide by Mastercardâ€™s security policies and practices; Ensure the confidentiality and integrity of",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Company_Name O O O O O O O S_Company_Name O O O O S_resp E_resp E_resp E_resp E_resp O
"the information being accessed; Report any suspected information security violation or breach , and Complete all periodic mandatory security trainings in accordance with Mastercardâ€™s guidelines. COVID-19 Considerations In many locations , weâ€™ve implemented a virtual hiring process and continue to interview candidates by video or phone. In addition , in",O O O O S_resp E_resp E_resp E_resp E_resp E_resp E_resp E_resp O O S_resp E_resp E_resp E_resp E_resp E_resp O O O S_Company_Name O O O O O O O O O O O O O O O O O O O O O O O O O O
"our NYC offices , as required by law , only individuals who have been fully vaccinated against COVID-19 will be permitted inside Mastercard offices unless a reasonable accommodation has been approved in advance. In the US , Mastercard is an inclusive Equal Employment Opportunity employer that considers applicants without regard",O S_location O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Company_Name O O O O O O O O O O O O
"to gender , gender identity , sexual orientation , race , ethnicity , disabled or veteran status , or any other characteristic protected by law. If you require accommodations or assistance to complete the online application process , please contact reasonable_accommodation@mastercard.com and identify the type of accommodation or assistance you",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"are requesting. Do not include any medical or health information in this email. The Reasonable Accommodations team will respond to your email promptly. Corporate Security Responsibility Responsibilities All activities involving access to Mastercard assets , information , and networks comes with an inherent risk to the organization and , therefore",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
", it is expected that every person working for , or on behalf of , Mastercard is responsible for information security and must Abide by Mastercardâ€™s security policies and practices; Ensure the confidentiality and integrity of the information being accessed; Report any suspected information security violation or breach , and",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Complete all periodic mandatory security trainings in accordance with Mastercardâ€™s guidelines.,O O O O O O O O O O O
"Dice is the leading career destination for tech experts at every stage of their careers. Our client , Convergenz , is seeking the following. Apply via Dice today! A Developer must have experience in analyzing customer needs and developing overall concept and design objectives. The developer must be able to",S_Company_Name O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Misc_Info O O O O O O O O O O O O O O O O O O O O
"create software in a variety of programming and for a variety of IT software applications. Youâ€™ll analyze the needs and the environment to make sure the solution youâ€™re developing considers the current architecture and operating environment , as well as future functionality and enhancements. Basic Qualifications: Experience with REST API",S_resp E_resp O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Hard_Skill E_Hard_Skill
"( RESTful API ) Experience with service orientation concepts and enabling technologies Experience with Software Development and Implementation Software development skills , including design , development , testing , deployment and support Experience in debugging and correcting errors in computer programs Experience using Agile methodologies , system architecture and object-oriented",O S_Hard_Skill E_Hard_Skill O O O E_Hard_Skill E_Hard_Skill E_Hard_Skill O S_Hard_Skill E_Hard_Skill O O S_Hard_Skill E_Hard_Skill O S_Hard_Skill O S_Hard_Skill E_Hard_Skill O S_Hard_Skill E_Hard_Skill O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O O S_Hard_Skill O S_Hard_Skill E_Hard_Skill O S_Hard_Skill E_Hard_Skill O O S_Hard_Skill E_Hard_Skill O S_Hard_Skill E_Hard_Skill O S_Hard_Skill
"software design , SOAP Web Services , JavaScript , AngularJS , jQuery , Spring , RDBMS ( Oracle , SQL ) , WebLogic , JPA/Hibernate and Java EE Bachelor 's Degree in computer science , electronics engineering or other engineering or technical discipline is required , or 8 years of",E_Hard_Skill E_Hard_Skill O S_Hard_Skill E_Hard_Skill E_Hard_Skill O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill E_Hard_Skill O S_degree E_degree O S_degree E_degree O S_degree E_degree O O S_degree O O O O O O O O O O
additional relevant experience may be substituted for education Ability to obtain VA Medium-Background Investigation clearance Additional Desired Qualifications: Experience with rule and BPM engines Experience Rational Tool Suite provided by Dice,O O O O O O O O O O O O O O O O O O O O O O S_Hard_Skill E_Hard_Skill O S_Hard_Skill E_Hard_Skill E_Hard_Skill O O S_Company_Name 
"Raytheon Missiles & Defense is a technology and innovation leader in defense , civil government and cybersecurity solutions thanks to employees who live our Values of Trust , Respect , Collaboration , Innovation and Accountability. Diversity is a part of our culture and a key to our success. When world-class",S_Company_Name E_Company_Name E_Company_Name E_Company_Name O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
